Sample ID,Panel
GENIE-MSK-P-0035142-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0010332-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0018244-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0038095-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0037870-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0011412-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0027709-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0032183-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0040019-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0033855-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0005873-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0010355-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0031577-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0044006-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0041883-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0050205-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0045965-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0020158-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0014645-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0042419-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0031373-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0031048-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0040295-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0013997-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0045255-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0046616-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0025872-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0042402-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0016146-T03-IM6,MSK-IMPACT468
GENIE-MSK-P-0019961-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0012090-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0022247-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0044740-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0003734-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0014135-T02-IM5,MSK-IMPACT410
GENIE-MSK-P-0045126-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0042158-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0012746-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0031685-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0005927-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0030358-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0010063-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0042090-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0048409-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0021062-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0009684-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0020685-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0045256-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0038021-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0044814-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0038972-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0037275-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0020883-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0011395-T02-IM5,MSK-IMPACT410
GENIE-MSK-P-0015363-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0042153-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0042240-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0040097-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0028092-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0038984-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0025716-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0024178-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0030299-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0034560-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0020236-T03-IM6,MSK-IMPACT468
GENIE-MSK-P-0019451-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0008300-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0009313-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0041676-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0047090-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0021329-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0039531-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0010821-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0028486-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0017500-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0034502-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0018047-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0011293-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0004074-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0028809-T04-IM6,MSK-IMPACT468
GENIE-MSK-P-0037833-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0013755-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0047396-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0022457-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0037692-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0011150-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0013509-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0014572-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0031739-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0032270-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0022931-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0017432-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0026059-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0016185-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0018281-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0017198-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0024131-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0011183-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0015259-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0047079-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0045667-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0017196-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0036032-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0016127-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0010177-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0019474-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0042991-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0032112-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0046151-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0032455-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0019950-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0018681-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0012088-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0047637-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0032532-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0033949-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0040656-T04-IM6,MSK-IMPACT468
GENIE-MSK-P-0004858-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0036310-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0016370-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0008046-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0023504-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0031521-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0046177-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0018660-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0013600-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0021630-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0016867-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0042607-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0028162-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0016368-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0004530-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0025722-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0023366-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0010487-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0016471-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0033974-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0012809-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0030153-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0043242-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0025598-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0036679-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0043089-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0016204-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0032874-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0044639-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0015815-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0027657-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0028498-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0039967-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0012730-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0009194-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0042099-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0042863-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0012540-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0010133-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0033841-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0037396-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0043915-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0041355-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0041615-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0023368-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0047465-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0025637-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0045575-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0020521-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0030396-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0031738-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0016174-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0013978-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0020825-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0013900-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0013867-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0046203-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0047550-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0042251-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0018553-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0020823-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0042415-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0020572-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0025931-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0013273-T02-IM5,MSK-IMPACT410
GENIE-MSK-P-0029180-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0015269-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0013872-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0028320-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0012508-T02-IM5,MSK-IMPACT410
GENIE-MSK-P-0044941-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0015360-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0013484-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0041304-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0016736-T04-IM6,MSK-IMPACT468
GENIE-MSK-P-0043962-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0014526-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0043872-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0014784-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0035379-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0026120-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0049892-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0017038-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0046337-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0004714-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0015436-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0004990-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0018979-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0027142-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0045989-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0019303-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0017325-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0024750-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0018195-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0010385-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0015075-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0030694-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0048621-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0019323-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0036566-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0039359-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0015632-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0014817-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0026987-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0020664-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0042587-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0010126-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0003489-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0037235-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0011301-T02-IM5,MSK-IMPACT410
GENIE-MSK-P-0026033-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0012008-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0005942-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0042874-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0029798-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0035466-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0010637-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0039078-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0020828-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0038428-T03-IM6,MSK-IMPACT468
GENIE-MSK-P-0027257-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0012574-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0018688-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0039397-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0030053-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0035575-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0018988-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0040592-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0049271-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0043860-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0046822-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0018847-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0028609-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0017749-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0041075-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0025569-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0011535-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0022453-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0017637-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0000840-T03-IM6,MSK-IMPACT468
GENIE-MSK-P-0021029-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0022186-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0026708-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0036002-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0012308-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0013376-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0037244-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0032280-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0021778-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0040370-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0011016-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0033764-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0022103-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0018883-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0036969-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0043883-T03-IM6,MSK-IMPACT468
GENIE-MSK-P-0020184-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0045313-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0047463-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0019978-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0050230-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0009590-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0049197-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0023219-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0037863-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0049603-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0038046-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0047313-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0022951-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0017554-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0013794-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0027133-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0031707-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0010300-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0016034-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0041310-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0024136-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0020138-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0033485-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0033978-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0050558-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0024737-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0020503-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0008863-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0012879-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0047055-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0009422-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0046859-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0024886-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0030706-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0017781-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0023102-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0013710-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0022254-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0017946-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0015937-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0015489-T03-IM6,MSK-IMPACT468
GENIE-MSK-P-0032463-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0040267-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0024949-T04-IM6,MSK-IMPACT468
GENIE-MSK-P-0010169-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0018525-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0007328-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0010307-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0011461-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0033183-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0012913-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0020672-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0024051-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0038721-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0020231-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0020570-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0036915-T03-IM6,MSK-IMPACT468
GENIE-MSK-P-0043815-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0044706-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0039031-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0004105-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0012161-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0026968-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0007816-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0016527-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0015388-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0034575-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0016891-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0012049-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0001243-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0030317-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0006127-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0038040-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0028694-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0014996-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0014062-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0040133-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0032035-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0043499-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0015578-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0016708-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0036807-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0036687-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0035137-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0014319-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0050172-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0050286-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0012649-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0034125-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0013306-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0016309-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0046920-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0034948-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0024844-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0002408-T03-IM6,MSK-IMPACT468
GENIE-MSK-P-0035340-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0033085-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0037197-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0028906-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0047792-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0016701-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0010359-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0019852-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0029738-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0037729-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0017973-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0018029-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0029158-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0047740-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0014120-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0020438-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0033508-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0023100-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0017106-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0046946-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0004335-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0041206-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0014187-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0019804-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0015195-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0027353-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0046712-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0031220-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0006002-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0015440-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0009289-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0037356-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0027687-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0046753-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0047289-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0045635-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0017021-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0019600-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0050555-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0024483-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0005190-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0025941-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0016234-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0044480-T02-IM6,MSK-IMPACT468
GENIE-MSK-P-0019130-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0044954-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0044699-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0035162-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0022579-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0032345-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0029583-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0009960-T01-IM5,MSK-IMPACT410
GENIE-MSK-P-0039801-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0021044-T01-IM6,MSK-IMPACT468
GENIE-MSK-P-0034638-T04-IM6,MSK-IMPACT468
