Hugo_Symbol,SEQ_ASSAY_ID
ITGA10,JHU-500STP
BCL9,JHU-500STP
APH1A,JHU-500STP
MCL1,JHU-500STP
ARNT,JHU-500STP
TPM3,JHU-500STP
CKS1B,JHU-500STP
MUC1,JHU-500STP
YY1AP1,JHU-500STP
RIT1,JHU-500STP
PRCC,JHU-500STP
NTRK1,JHU-500STP
SPTA1,JHU-500STP
NCSTN,JHU-500STP
SDHC,JHU-500STP
SPEN,JHU-500STP
DDR2,JHU-500STP
EPHA2,JHU-500STP
PBX1,JHU-500STP
SDHB,JHU-500STP
ABL2,JHU-500STP
RNASEL,JHU-500STP
RNF2,JHU-500STP
TPR,JHU-500STP
PTGS2,JHU-500STP
PAX7,JHU-500STP
CDC73,JHU-500STP
BTG2,JHU-500STP
PIK3C2B,JHU-500STP
MDM4,JHU-500STP
IKBKE,JHU-500STP
TRAF5,JHU-500STP
MARK1,JHU-500STP
H3F3A,JHU-500STP
PARP1,JHU-500STP
MTR,JHU-500STP
ID3,JHU-500STP
FH,JHU-500STP
AKT3,JHU-500STP
TNFRSF14,JHU-500STP
ARID1A,JHU-500STP
MAP3K6,JHU-500STP
FGR,JHU-500STP
PRDM16,JHU-500STP
LCK,JHU-500STP
HDAC1,JHU-500STP
SFPQ,JHU-500STP
CSF3R,JHU-500STP
MEAF6,JHU-500STP
MYCL,JHU-500STP
MPL,JHU-500STP
MUTYH,JHU-500STP
MAST2,JHU-500STP
TAL1,JHU-500STP
CMPK1,JHU-500STP
FAF1,JHU-500STP
CDKN2C,JHU-500STP
JUN,JHU-500STP
PLEKHG5,JHU-500STP
JAK1,JHU-500STP
CAMTA1,JHU-500STP
FUBP1,JHU-500STP
ERRFI1,JHU-500STP
BCL10,JHU-500STP
DPYD,JHU-500STP
PIK3CD,JHU-500STP
TLX1,JHU-500STP
NFKB2,JHU-500STP
SUFU,JHU-500STP
NT5C2,JHU-500STP
PDCD11,JHU-500STP
SMC3,JHU-500STP
TCF7L2,JHU-500STP
FGFR2,JHU-500STP
MKI67,JHU-500STP
MLLT10,JHU-500STP
KIF5B,JHU-500STP
EPC1,JHU-500STP
CREM,JHU-500STP
KLF6,JHU-500STP
RET,JHU-500STP
RASGEF1A,JHU-500STP
MAPK8,JHU-500STP
MSMB,JHU-500STP
NCOA4,JHU-500STP
CCDC6,JHU-500STP
TET1,JHU-500STP
KAT6B,JHU-500STP
GATA3,JHU-500STP
BMPR1A,JHU-500STP
PTEN,JHU-500STP
FAS,JHU-500STP
CYP2C19,JHU-500STP
BLNK,JHU-500STP
TLL2,JHU-500STP
BIRC3,JHU-500STP
BIRC2,JHU-500STP
GUCY1A2,JHU-500STP
ATM,JHU-500STP
DDX10,JHU-500STP
SDHD,JHU-500STP
ZBTB16,JHU-500STP
KMT2A,JHU-500STP
CBL,JHU-500STP
CHEK1,JHU-500STP
ETS1,JHU-500STP
FLI1,JHU-500STP
IGF2,JHU-500STP
FANCF,JHU-500STP
WT1,JHU-500STP
NUP98,JHU-500STP
RRM1,JHU-500STP
EXT2,JHU-500STP
DDB2,JHU-500STP
SPI1,JHU-500STP
HRAS,JHU-500STP
SDHAF2,JHU-500STP
C11orf95,JHU-500STP
MEN1,JHU-500STP
RELA,JHU-500STP
BANF1,JHU-500STP
PC,JHU-500STP
CCND1,JHU-500STP
FGF19,JHU-500STP
FGF4,JHU-500STP
FGF3,JHU-500STP
NUMA1,JHU-500STP
C11orf30,JHU-500STP
LMO1,JHU-500STP
PICALM,JHU-500STP
EED,JHU-500STP
MRE11A,JHU-500STP
MAML2,JHU-500STP
SH2B3,JHU-500STP
PTPN11,JHU-500STP
DTX1,JHU-500STP
TBX3,JHU-500STP
ETV6,JHU-500STP
HNF1A,JHU-500STP
KDM2B,JHU-500STP
BCL7A,JHU-500STP
HCAR1,JHU-500STP
NCOR2,JHU-500STP
CDKN1B,JHU-500STP
EP400,JHU-500STP
POLE,JHU-500STP
PTPRO,JHU-500STP
ETNK1,JHU-500STP
KRAS,JHU-500STP
KDM5A,JHU-500STP
LRRK2,JHU-500STP
ADAMTS20,JHU-500STP
CCND2,JHU-500STP
FGF23,JHU-500STP
FGF6,JHU-500STP
ARID2,JHU-500STP
HDAC7,JHU-500STP
KMT2D,JHU-500STP
ATF1,JHU-500STP
ACVR1B,JHU-500STP
SMUG1,JHU-500STP
ERBB3,JHU-500STP
STAT6,JHU-500STP
GLI1,JHU-500STP
DDIT3,JHU-500STP
CDK4,JHU-500STP
HMGA2,JHU-500STP
CHD4,JHU-500STP
ING4,JHU-500STP
ZNF384,JHU-500STP
MDM2,JHU-500STP
FRS2,JHU-500STP
PTPN6,JHU-500STP
BTG1,JHU-500STP
SOCS2,JHU-500STP
FGF14,JHU-500STP
ERCC5,JHU-500STP
IRS2,JHU-500STP
LAMP1,JHU-500STP
ZMYM2,JHU-500STP
CDK8,JHU-500STP
FLT3,JHU-500STP
FLT1,JHU-500STP
BRCA2,JHU-500STP
FOXO1,JHU-500STP
SERP2,JHU-500STP
RB1,JHU-500STP
HSP90AA1,JHU-500STP
TRAF3,JHU-500STP
KLC1,JHU-500STP
AKT1,JHU-500STP
BCL2L2,JHU-500STP
PRKD1,JHU-500STP
NFKBIA,JHU-500STP
NKX2-1,JHU-500STP
"",JHU-500STP
FOXA1,JHU-500STP
FANCM,JHU-500STP
NIN,JHU-500STP
HIF1A,JHU-500STP
MLH3,JHU-500STP
TSHR,JHU-500STP
TRIP11,JHU-500STP
DICER1,JHU-500STP
TCL1A,JHU-500STP
BCL11B,JHU-500STP
GREM1,JHU-500STP
NUTM1,JHU-500STP
THBS1,JHU-500STP
BUB1B,JHU-500STP
CASC5,JHU-500STP
RAD51,JHU-500STP
LTK,JHU-500STP
TGM7,JHU-500STP
B2M,JHU-500STP
TCF12,JHU-500STP
MAP2K1,JHU-500STP
SMAD3,JHU-500STP
PML,JHU-500STP
NTRK3,JHU-500STP
FANCI,JHU-500STP
IDH2,JHU-500STP
CRTC3,JHU-500STP
BLM,JHU-500STP
CHD2,JHU-500STP
IGF1R,JHU-500STP
GRIN2A,JHU-500STP
CIITA,JHU-500STP
SOCS1,JHU-500STP
TNFRSF17,JHU-500STP
ERCC4,JHU-500STP
MYH11,JHU-500STP
TSC2,JHU-500STP
TRAF7,JHU-500STP
PALB2,JHU-500STP
PRKCB,JHU-500STP
IL21R,JHU-500STP
FLYWCH1,JHU-500STP
PRSS8,JHU-500STP
FUS,JHU-500STP
AXIN1,JHU-500STP
CREBBP,JHU-500STP
CYLD,JHU-500STP
MMP2,JHU-500STP
NUP93,JHU-500STP
CDH11,JHU-500STP
CDH5,JHU-500STP
CBFB,JHU-500STP
CTCF,JHU-500STP
CDH1,JHU-500STP
WDR90,JHU-500STP
EXOSC6,JHU-500STP
MAF,JHU-500STP
PLCG2,JHU-500STP
IRF8,JHU-500STP
FBXO31,JHU-500STP
FANCA,JHU-500STP
MAP2K4,JHU-500STP
YWHAE,JHU-500STP
NCOR1,JHU-500STP
FLCN,JHU-500STP
GID4,JHU-500STP
MYO18A,JHU-500STP
NF1,JHU-500STP
SUZ12,JHU-500STP
CCT6B,JHU-500STP
RAD51D,JHU-500STP
TAF15,JHU-500STP
MLLT6,JHU-500STP
CDK12,JHU-500STP
PGAP3,JHU-500STP
ERBB2,JHU-500STP
IKZF3,JHU-500STP
RARA,JHU-500STP
TOP2A,JHU-500STP
STAT5B,JHU-500STP
STAT5A,JHU-500STP
STAT3,JHU-500STP
BRCA1,JHU-500STP
ETV4,JHU-500STP
MAP3K14,JHU-500STP
ITGB3,JHU-500STP
SPOP,JHU-500STP
COL1A1,JHU-500STP
USP6,JHU-500STP
HLF,JHU-500STP
NLRP1,JHU-500STP
RNF43,JHU-500STP
RAD51C,JHU-500STP
CLTC,JHU-500STP
BRIP1,JHU-500STP
CD79B,JHU-500STP
GNA13,JHU-500STP
AXIN2,JHU-500STP
PRKCA,JHU-500STP
PRKAR1A,JHU-500STP
SOX9,JHU-500STP
H3F3B,JHU-500STP
SRSF2,JHU-500STP
SEPT9,JHU-500STP
TP53,JHU-500STP
BIRC5,JHU-500STP
SOCS3,JHU-500STP
RNF213,JHU-500STP
RPTOR,JHU-500STP
ASPSCR1,JHU-500STP
PER1,JHU-500STP
AURKB,JHU-500STP
PTPN2,JHU-500STP
MIB1,JHU-500STP
GATA6,JHU-500STP
ZNF521,JHU-500STP
SS18,JHU-500STP
CDH2,JHU-500STP
ZNF24,JHU-500STP
ELP2,JHU-500STP
SETBP1,JHU-500STP
SMAD2,JHU-500STP
MBD1,JHU-500STP
SMAD4,JHU-500STP
DCC,JHU-500STP
MALT1,JHU-500STP
CDH20,JHU-500STP
TNFRSF11A,JHU-500STP
BCL2,JHU-500STP
DNMT1,JHU-500STP
S1PR2,JHU-500STP
TYK2,JHU-500STP
KEAP1,JHU-500STP
DNM2,JHU-500STP
SMARCA4,JHU-500STP
STK11,JHU-500STP
MAST1,JHU-500STP
CALR,JHU-500STP
PRKACA,JHU-500STP
PKN1,JHU-500STP
DNAJB1,JHU-500STP
NOTCH3,JHU-500STP
BRD4,JHU-500STP
TCF3,JHU-500STP
JAK3,JHU-500STP
PIK3R2,JHU-500STP
CRTC1,JHU-500STP
MEF2B,JHU-500STP
DOT1L,JHU-500STP
GADD45B,JHU-500STP
CCNE1,JHU-500STP
GNA11,JHU-500STP
CEBPA,JHU-500STP
FZR1,JHU-500STP
CD22,JHU-500STP
KMT2B,JHU-500STP
AKT2,JHU-500STP
MAP2K2,JHU-500STP
NUMBL,JHU-500STP
AXL,JHU-500STP
CD79A,JHU-500STP
CIC,JHU-500STP
XRCC1,JHU-500STP
BCL3,JHU-500STP
MARK4,JHU-500STP
ERCC2,JHU-500STP
ERCC1,JHU-500STP
PRKD2,JHU-500STP
POLD1,JHU-500STP
PPP2R1A,JHU-500STP
BRSK1,JHU-500STP
U2AF2,JHU-500STP
AURKC,JHU-500STP
CD70,JHU-500STP
INSR,JHU-500STP
AFF3,JHU-500STP
RANBP2,JHU-500STP
PAX8,JHU-500STP
ERCC3,JHU-500STP
CXCR4,JHU-500STP
LRP1B,JHU-500STP
ACVR2A,JHU-500STP
ACVR1,JHU-500STP
MYCN,JHU-500STP
PDK1,JHU-500STP
NFE2L2,JHU-500STP
GEN1,JHU-500STP
PMS1,JHU-500STP
STAT4,JHU-500STP
SF3B1,JHU-500STP
CASP8,JHU-500STP
CREB1,JHU-500STP
IDH1,JHU-500STP
CPS1,JHU-500STP
ERBB4,JHU-500STP
IKZF2,JHU-500STP
BARD1,JHU-500STP
FN1,JHU-500STP
STK36,JHU-500STP
FEV,JHU-500STP
PAX3,JHU-500STP
CUL3,JHU-500STP
INPP5D,JHU-500STP
UGT1A1,JHU-500STP
HDAC4,JHU-500STP
PASK,JHU-500STP
PDCD1,JHU-500STP
NCOA1,JHU-500STP
DNMT3A,JHU-500STP
CAD,JHU-500STP
ALK,JHU-500STP
STRN,JHU-500STP
PRKD3,JHU-500STP
EML4,JHU-500STP
THADA,JHU-500STP
EPCAM,JHU-500STP
MSH2,JHU-500STP
MSH6,JHU-500STP
FBXO11,JHU-500STP
SOX11,JHU-500STP
FANCL,JHU-500STP
BCL11A,JHU-500STP
REL,JHU-500STP
XPO1,JHU-500STP
PCBP1,JHU-500STP
TCF7L1,JHU-500STP
DUSP2,JHU-500STP
BCL2L1,JHU-500STP
ASXL1,JHU-500STP
SRC,JHU-500STP
MAFB,JHU-500STP
TOP1,JHU-500STP
PLCG1,JHU-500STP
PTPRT,JHU-500STP
SDC4,JHU-500STP
NCOA3,JHU-500STP
CEBPB,JHU-500STP
ZNF217,JHU-500STP
AURKA,JHU-500STP
GNAS,JHU-500STP
ARFRP1,JHU-500STP
RUNX1,JHU-500STP
ERG,JHU-500STP
TMPRSS2,JHU-500STP
U2AF1,JHU-500STP
ITGB2,JHU-500STP
CRKL,JHU-500STP
LZTR1,JHU-500STP
MAPK1,JHU-500STP
BCR,JHU-500STP
SMARCB1,JHU-500STP
MN1,JHU-500STP
CHEK2,JHU-500STP
XBP1,JHU-500STP
EWSR1,JHU-500STP
NF2,JHU-500STP
TIMP3,JHU-500STP
MYH9,JHU-500STP
SOX10,JHU-500STP
PDGFB,JHU-500STP
MKL1,JHU-500STP
EP300,JHU-500STP
CYP2D6,JHU-500STP
GTSE1,JHU-500STP
PIM3,JHU-500STP
TFG,JHU-500STP
FANCD2,JHU-500STP
VHL,JHU-500STP
CBLB,JHU-500STP
BTLA,JHU-500STP
GSK3B,JHU-500STP
PPARG,JHU-500STP
RAF1,JHU-500STP
GATA2,JHU-500STP
RPN1,JHU-500STP
EPHB1,JHU-500STP
PIK3CB,JHU-500STP
FOXL2,JHU-500STP
RASA2,JHU-500STP
XPC,JHU-500STP
ATR,JHU-500STP
PRKCI,JHU-500STP
TBL1XR1,JHU-500STP
PIK3CA,JHU-500STP
SOX2,JHU-500STP
KLHL6,JHU-500STP
ETV5,JHU-500STP
BCL6,JHU-500STP
LPP,JHU-500STP
TP63,JHU-500STP
TNK2,JHU-500STP
TGFBR2,JHU-500STP
CRBN,JHU-500STP
MLH1,JHU-500STP
ITGA9,JHU-500STP
MYD88,JHU-500STP
CTNNB1,JHU-500STP
LTF,JHU-500STP
SETD2,JHU-500STP
RHOA,JHU-500STP
MST1R,JHU-500STP
BAP1,JHU-500STP
PBRM1,JHU-500STP
FHIT,JHU-500STP
MAGI1,JHU-500STP
MITF,JHU-500STP
FOXP1,JHU-500STP
EPHA3,JHU-500STP
NFKB1,JHU-500STP
TET2,JHU-500STP
LEF1,JHU-500STP
IL2,JHU-500STP
INPP4B,JHU-500STP
FBXW7,JHU-500STP
TACC3,JHU-500STP
FGFR3,JHU-500STP
IRF2,JHU-500STP
FAT1,JHU-500STP
WHSC1,JHU-500STP
DUX4,JHU-500STP
SLIT2,JHU-500STP
SLC34A2,JHU-500STP
RHOH,JHU-500STP
PHOX2B,JHU-500STP
CHIC2,JHU-500STP
GSX2,JHU-500STP
PDGFRA,JHU-500STP
KIT,JHU-500STP
KDR,JHU-500STP
EPHA5,JHU-500STP
FAM175A,JHU-500STP
AFF1,JHU-500STP
APC,JHU-500STP
SNCAIP,JHU-500STP
TERT,JHU-500STP
IRF1,JHU-500STP
RAD50,JHU-500STP
CTNNA1,JHU-500STP
ARHGAP26,JHU-500STP
CSF1R,JHU-500STP
PDGFRB,JHU-500STP
CD74,JHU-500STP
EBF1,JHU-500STP
GABRA6,JHU-500STP
NPM1,JHU-500STP
FGFR4,JHU-500STP
NSD1,JHU-500STP
MAML1,JHU-500STP
FLT4,JHU-500STP
SDHA,JHU-500STP
IL7R,JHU-500STP
SKP2,JHU-500STP
GDNF,JHU-500STP
LIFR,JHU-500STP
RICTOR,JHU-500STP
FGF10,JHU-500STP
IL6ST,JHU-500STP
MAP3K1,JHU-500STP
PIK3R1,JHU-500STP
MTRR,JHU-500STP
MSH3,JHU-500STP
MEF2C,JHU-500STP
PRDM1,JHU-500STP
FOXO3,JHU-500STP
WISP3,JHU-500STP
HDAC2,JHU-500STP
ROS1,JHU-500STP
GOPC,JHU-500STP
RSPO3,JHU-500STP
SGK1,JHU-500STP
MYB,JHU-500STP
TNFAIP3,JHU-500STP
ECT2L,JHU-500STP
ZBTB2,JHU-500STP
ESR1,JHU-500STP
SYNE1,JHU-500STP
JARID2,JHU-500STP
ARID1B,JHU-500STP
EZR,JHU-500STP
IGF2R,JHU-500STP
PARK2,JHU-500STP
QKI,JHU-500STP
RPS6KA2,JHU-500STP
MLLT4,JHU-500STP
DEK,JHU-500STP
HIST1H3B,JHU-500STP
HIST1H1C,JHU-500STP
HIST1H2BC,JHU-500STP
HIST1H2AC,JHU-500STP
HIST1H1E,JHU-500STP
HIST1H1D,JHU-500STP
HIST1H2BJ,JHU-500STP
HIST1H2AG,JHU-500STP
HIST1H2BK,JHU-500STP
HIST1H2AL,JHU-500STP
HIST1H2AM,JHU-500STP
HIST1H2BO,JHU-500STP
POU5F1,JHU-500STP
NOTCH4,JHU-500STP
DAXX,JHU-500STP
FANCE,JHU-500STP
CDKN1A,JHU-500STP
PIM1,JHU-500STP
IRF4,JHU-500STP
FOXP4,JHU-500STP
TFEB,JHU-500STP
CCND3,JHU-500STP
POLH,JHU-500STP
VEGFA,JHU-500STP
HSP90AB1,JHU-500STP
PKHD1,JHU-500STP
ICK,JHU-500STP
DST,JHU-500STP
TMEM30A,JHU-500STP
MAP3K7,JHU-500STP
EPHA7,JHU-500STP
EPHB4,JHU-500STP
CUX1,JHU-500STP
RELN,JHU-500STP
PIK3CG,JHU-500STP
MET,JHU-500STP
POT1,JHU-500STP
GRM8,JHU-500STP
SMO,JHU-500STP
TRIM24,JHU-500STP
KIAA1549,JHU-500STP
ETV1,JHU-500STP
BRAF,JHU-500STP
PRSS1,JHU-500STP
EPHB6,JHU-500STP
KEL,JHU-500STP
FAM131B,JHU-500STP
EZH2,JHU-500STP
KMT2C,JHU-500STP
XRCC2,JHU-500STP
MNX1,JHU-500STP
HOXA9,JHU-500STP
HOXA11,JHU-500STP
HOXA13,JHU-500STP
GNA12,JHU-500STP
JAZF1,JHU-500STP
CARD11,JHU-500STP
NOD1,JHU-500STP
INHBA,JHU-500STP
IKZF1,JHU-500STP
EGFR,JHU-500STP
ACTB,JHU-500STP
PMS2,JHU-500STP
RAC1,JHU-500STP
SBDS,JHU-500STP
HIP1,JHU-500STP
MAGI2,JHU-500STP
CD36,JHU-500STP
HGF,JHU-500STP
PCLO,JHU-500STP
GRM3,JHU-500STP
AKAP9,JHU-500STP
CDK6,JHU-500STP
SAMD9,JHU-500STP
TRRAP,JHU-500STP
UBR5,JHU-500STP
RSPO2,JHU-500STP
CSMD3,JHU-500STP
GATA4,JHU-500STP
RAD21,JHU-500STP
EXT1,JHU-500STP
MYC,JHU-500STP
TG,JHU-500STP
RECQL4,JHU-500STP
TUSC3,JHU-500STP
WRN,JHU-500STP
NRG1,JHU-500STP
ZNF703,JHU-500STP
FGFR1,JHU-500STP
TACC1,JHU-500STP
KAT6A,JHU-500STP
IKBKB,JHU-500STP
HOOK3,JHU-500STP
PRKDC,JHU-500STP
LYN,JHU-500STP
PLAG1,JHU-500STP
MYBL1,JHU-500STP
PREX2,JHU-500STP
NCOA2,JHU-500STP
PAG1,JHU-500STP
NBN,JHU-500STP
RUNX1T1,JHU-500STP
XPA,JHU-500STP
NR4A3,JHU-500STP
KLF4,JHU-500STP
MUSK,JHU-500STP
TLR4,JHU-500STP
ABL1,JHU-500STP
NUP214,JHU-500STP
TSC1,JHU-500STP
RALGDS,JHU-500STP
BRD3,JHU-500STP
NOTCH1,JHU-500STP
TRAF2,JHU-500STP
NFIB,JHU-500STP
PSIP1,JHU-500STP
CDKN2A,JHU-500STP
CDKN2B,JHU-500STP
TAF1L,JHU-500STP
FANCG,JHU-500STP
PAX5,JHU-500STP
JAK2,JHU-500STP
CD274,JHU-500STP
PDCD1LG2,JHU-500STP
KDM4C,JHU-500STP
GNAQ,JHU-500STP
PTPRD,JHU-500STP
NTRK2,JHU-500STP
SYK,JHU-500STP
FANCC,JHU-500STP
PTCH1,JHU-500STP
BTK,JHU-500STP
PAK3,JHU-500STP
STAG2,JHU-500STP
SH2D1A,JHU-500STP
SMARCA1,JHU-500STP
BCORL1,JHU-500STP
CRLF2,JHU-500STP
GPC3,JHU-500STP
PHF6,JHU-500STP
FANCB,JHU-500STP
ASMTL,JHU-500STP
MAGEA1,JHU-500STP
DUSP9,JHU-500STP
PIGA,JHU-500STP
G6PD,JHU-500STP
ZRSR2,JHU-500STP
P2RY8,JHU-500STP
BCOR,JHU-500STP
USP9X,JHU-500STP
DDX3X,JHU-500STP
KDM6A,JHU-500STP
RBM10,JHU-500STP
ARAF,JHU-500STP
SSX1,JHU-500STP
WAS,JHU-500STP
GATA1,JHU-500STP
PIM2,JHU-500STP
TFE3,JHU-500STP
CCNB3,JHU-500STP
MAGED1,JHU-500STP
KDM5C,JHU-500STP
SMC1A,JHU-500STP
AMER1,JHU-500STP
AR,JHU-500STP
MED12,JHU-500STP
ZMYM3,JHU-500STP
NONO,JHU-500STP
TAF1,JHU-500STP
ATRX,JHU-500STP
TBX22,JHU-500STP
NRAS,JHU-50GP
MPL,JHU-50GP
FGFR2,JHU-50GP
RET,JHU-50GP
PTEN,JHU-50GP
ATM,JHU-50GP
HRAS,JHU-50GP
PTPN11,JHU-50GP
HNF1A,JHU-50GP
KRAS,JHU-50GP
FLT3,JHU-50GP
RB1,JHU-50GP
AKT1,JHU-50GP
IDH2,JHU-50GP
CDH1,JHU-50GP
ERBB2,JHU-50GP
TP53,JHU-50GP
SMAD4,JHU-50GP
STK11,JHU-50GP
JAK3,JHU-50GP
GNA11,JHU-50GP
IDH1,JHU-50GP
ERBB4,JHU-50GP
ALK,JHU-50GP
SRC,JHU-50GP
GNAS,JHU-50GP
SMARCB1,JHU-50GP
VHL,JHU-50GP
PIK3CA,JHU-50GP
MLH1,JHU-50GP
CTNNB1,JHU-50GP
FBXW7,JHU-50GP
FGFR3,JHU-50GP
PDGFRA,JHU-50GP
KIT,JHU-50GP
KDR,JHU-50GP
APC,JHU-50GP
CSF1R,JHU-50GP
NPM1,JHU-50GP
MET,JHU-50GP
SMO,JHU-50GP
BRAF,JHU-50GP
EZH2,JHU-50GP
EGFR,JHU-50GP
FGFR1,JHU-50GP
ABL1,JHU-50GP
NOTCH1,JHU-50GP
CDKN2A,JHU-50GP
JAK2,JHU-50GP
GNAQ,JHU-50GP
MTOR,WAKE-CA-01
FCRL4,WAKE-CA-01
ABL2,WAKE-CA-01
IKBKE,WAKE-CA-01
DDX10,WAKE-CA-01
KMT2A,WAKE-CA-01
ARHGEF12,WAKE-CA-01
CHEK1,WAKE-CA-01
WT1,WAKE-CA-01
EXT2,WAKE-CA-01
HRAS,WAKE-CA-01
NUMA1,WAKE-CA-01
PTPN11,WAKE-CA-01
POLE,WAKE-CA-01
KDM5A,WAKE-CA-01
KMT2D,WAKE-CA-01
ZNF384,WAKE-CA-01
FLT3,WAKE-CA-01
FLT1,WAKE-CA-01
BRCA2,WAKE-CA-01
TRIP11,WAKE-CA-01
GOLGA5,WAKE-CA-01
BLM,WAKE-CA-01
SNX29,WAKE-CA-01
ERCC4,WAKE-CA-01
PALB2,WAKE-CA-01
MLLT6,WAKE-CA-01
ERBB2,WAKE-CA-01
USP6,WAKE-CA-01
RNF213,WAKE-CA-01
ZNF521,WAKE-CA-01
SETBP1,WAKE-CA-01
GNA11,WAKE-CA-01
BCL2L11,WAKE-CA-01
LRP1B,WAKE-CA-01
BARD1,WAKE-CA-01
PAX3,WAKE-CA-01
PDCD1,WAKE-CA-01
ASXL1,WAKE-CA-01
SRC,WAKE-CA-01
BCR,WAKE-CA-01
CHEK2,WAKE-CA-01
MYH9,WAKE-CA-01
EP300,WAKE-CA-01
VHL,WAKE-CA-01
LPP,WAKE-CA-01
SRGAP3,WAKE-CA-01
TET2,WAKE-CA-01
WHSC1,WAKE-CA-01
PDGFRA,WAKE-CA-01
KIT,WAKE-CA-01
KDR,WAKE-CA-01
AFF1,WAKE-CA-01
APC,WAKE-CA-01
TERT,WAKE-CA-01
FLT4,WAKE-CA-01
FGF10,WAKE-CA-01
MAP3K1,WAKE-CA-01
MLLT4,WAKE-CA-01
CCND3,WAKE-CA-01
HSP90AB1,WAKE-CA-01
SMO,WAKE-CA-01
HOXA13,WAKE-CA-01
CARD11,WAKE-CA-01
HGF,WAKE-CA-01
AKAP9,WAKE-CA-01
PCM1,WAKE-CA-01
ZNF703,WAKE-CA-01
NR4A3,WAKE-CA-01
ABL1,WAKE-CA-01
NOTCH1,WAKE-CA-01
FANCG,WAKE-CA-01
JAK2,WAKE-CA-01
STAG2,WAKE-CA-01
BCORL1,WAKE-CA-01
KDM6A,WAKE-CA-01
MSN,WAKE-CA-01
RBM15,WAKE-CA-NGSQ3
NRAS,WAKE-CA-NGSQ3
ATP1A1,WAKE-CA-NGSQ3
MCL1,WAKE-CA-NGSQ3
ARNT,WAKE-CA-NGSQ3
NTRK1,WAKE-CA-NGSQ3
FCRL4,WAKE-CA-NGSQ3
DDR2,WAKE-CA-NGSQ3
PBX1,WAKE-CA-NGSQ3
PRRX1,WAKE-CA-NGSQ3
SDHB,WAKE-CA-NGSQ3
PAX7,WAKE-CA-NGSQ3
ELK4,WAKE-CA-NGSQ3
H3F3A,WAKE-CA-NGSQ3
FH,WAKE-CA-NGSQ3
LCK,WAKE-CA-NGSQ3
SFPQ,WAKE-CA-NGSQ3
THRAP3,WAKE-CA-NGSQ3
MYCL,WAKE-CA-NGSQ3
STIL,WAKE-CA-NGSQ3
EPS15,WAKE-CA-NGSQ3
JUN,WAKE-CA-NGSQ3
BCL10,WAKE-CA-NGSQ3
TLX1,WAKE-CA-NGSQ3
ABI1,WAKE-CA-NGSQ3
KIF5B,WAKE-CA-NGSQ3
RET,WAKE-CA-NGSQ3
CCDC6,WAKE-CA-NGSQ3
PRF1,WAKE-CA-NGSQ3
GATA3,WAKE-CA-NGSQ3
FAS,WAKE-CA-NGSQ3
BIRC3,WAKE-CA-NGSQ3
DDX10,WAKE-CA-NGSQ3
ZBTB16,WAKE-CA-NGSQ3
DDX6,WAKE-CA-NGSQ3
CHEK1,WAKE-CA-NGSQ3
WT1,WAKE-CA-NGSQ3
DDB2,WAKE-CA-NGSQ3
HRAS,WAKE-CA-NGSQ3
CLP1,WAKE-CA-NGSQ3
MEN1,WAKE-CA-NGSQ3
CCND1,WAKE-CA-NGSQ3
FGF3,WAKE-CA-NGSQ3
LMO1,WAKE-CA-NGSQ3
MRE11A,WAKE-CA-NGSQ3
PTPN11,WAKE-CA-NGSQ3
ETV6,WAKE-CA-NGSQ3
HNF1A,WAKE-CA-NGSQ3
ERC1,WAKE-CA-NGSQ3
CDKN1B,WAKE-CA-NGSQ3
FGF23,WAKE-CA-NGSQ3
FGF6,WAKE-CA-NGSQ3
ATF1,WAKE-CA-NGSQ3
ERBB3,WAKE-CA-NGSQ3
NACA,WAKE-CA-NGSQ3
WIF1,WAKE-CA-NGSQ3
CDX2,WAKE-CA-NGSQ3
FLT3,WAKE-CA-NGSQ3
FOXO1,WAKE-CA-NGSQ3
RB1,WAKE-CA-NGSQ3
CCNB1IP1,WAKE-CA-NGSQ3
BCL2L2,WAKE-CA-NGSQ3
FOXA1,WAKE-CA-NGSQ3
GPHN,WAKE-CA-NGSQ3
BCL11B,WAKE-CA-NGSQ3
MAP2K1,WAKE-CA-NGSQ3
NTRK3,WAKE-CA-NGSQ3
IDH2,WAKE-CA-NGSQ3
CRTC3,WAKE-CA-NGSQ3
CIITA,WAKE-CA-NGSQ3
TRAF7,WAKE-CA-NGSQ3
PALB2,WAKE-CA-NGSQ3
CYLD,WAKE-CA-NGSQ3
NUP93,WAKE-CA-NGSQ3
HERPUD1,WAKE-CA-NGSQ3
CDH11,WAKE-CA-NGSQ3
MAP2K4,WAKE-CA-NGSQ3
SUZ12,WAKE-CA-NGSQ3
MLLT6,WAKE-CA-NGSQ3
LASP1,WAKE-CA-NGSQ3
CDK12,WAKE-CA-NGSQ3
ERBB2,WAKE-CA-NGSQ3
RARA,WAKE-CA-NGSQ3
SMARCE1,WAKE-CA-NGSQ3
STAT5B,WAKE-CA-NGSQ3
STAT3,WAKE-CA-NGSQ3
BRCA1,WAKE-CA-NGSQ3
ETV4,WAKE-CA-NGSQ3
COL1A1,WAKE-CA-NGSQ3
HLF,WAKE-CA-NGSQ3
MSI2,WAKE-CA-NGSQ3
DDX5,WAKE-CA-NGSQ3
GNA13,WAKE-CA-NGSQ3
SRSF2,WAKE-CA-NGSQ3
SEPT9,WAKE-CA-NGSQ3
CANT1,WAKE-CA-NGSQ3
PER1,WAKE-CA-NGSQ3
