Hugo_Symbol,SEQ_ASSAY_ID
CENPA,MSK-IMPACT410
ALK,MSK-IMPACT410
EPCAM,MSK-IMPACT410
MSH2,MSK-IMPACT410
MSH6,MSK-IMPACT410
REL,MSK-IMPACT410
XPO1,MSK-IMPACT410
TMEM127,MSK-IMPACT410
INPP4A,MSK-IMPACT410
BCL2L1,MSK-IMPACT410
ASXL1,MSK-IMPACT410
DNMT3B,MSK-IMPACT410
SRC,MSK-IMPACT410
TOP1,MSK-IMPACT410
PTPRT,MSK-IMPACT410
NCOA3,MSK-IMPACT410
AURKA,MSK-IMPACT410
GNAS,MSK-IMPACT410
PAK7,MSK-IMPACT410
RUNX1,MSK-IMPACT410
ERG,MSK-IMPACT410
TMPRSS2,MSK-IMPACT410
U2AF1,MSK-IMPACT410
ICOSLG,MSK-IMPACT410
CRKL,MSK-IMPACT410
MAPK1,MSK-IMPACT410
SMARCB1,MSK-IMPACT410
CHEK2,MSK-IMPACT410
NF2,MSK-IMPACT410
EP300,MSK-IMPACT410
VHL,MSK-IMPACT410
GSK3B,MSK-IMPACT410
RAF1,MSK-IMPACT410
GATA2,MSK-IMPACT410
EPHB1,MSK-IMPACT410
PIK3CB,MSK-IMPACT410
FOXL2,MSK-IMPACT410
ATR,MSK-IMPACT410
PIK3CA,MSK-IMPACT410
SOX2,MSK-IMPACT410
DCUN1D1,MSK-IMPACT410
MAP3K13,MSK-IMPACT410
EIF4A2,MSK-IMPACT410
BCL6,MSK-IMPACT410
TP63,MSK-IMPACT410
TGFBR2,MSK-IMPACT410
MLH1,MSK-IMPACT410
MYD88,MSK-IMPACT410
CTNNB1,MSK-IMPACT410
SETD2,MSK-IMPACT410
RHOA,MSK-IMPACT410
MST1,MSK-IMPACT410
MST1R,MSK-IMPACT410
BAP1,MSK-IMPACT410
PBRM1,MSK-IMPACT410
MITF,MSK-IMPACT410
FOXP1,MSK-IMPACT410
RYBP,MSK-IMPACT410
SHQ1,MSK-IMPACT410
EPHA3,MSK-IMPACT410
TET2,MSK-IMPACT410
INPP4B,MSK-IMPACT410
FBXW7,MSK-IMPACT410
FGFR3,MSK-IMPACT410
FAT1,MSK-IMPACT410
PHOX2B,MSK-IMPACT410
PDGFRA,MSK-IMPACT410
KIT,MSK-IMPACT410
KDR,MSK-IMPACT410
EPHA5,MSK-IMPACT410
FAM175A,MSK-IMPACT410
EIF4E,MSK-IMPACT410
APC,MSK-IMPACT410
TERT,MSK-IMPACT410
RAD50,MSK-IMPACT410
CSF1R,MSK-IMPACT410
PDGFRB,MSK-IMPACT410
NPM1,MSK-IMPACT410
FGFR4,MSK-IMPACT410
NSD1,MSK-IMPACT410
FLT4,MSK-IMPACT410
SDHA,MSK-IMPACT410
IL7R,MSK-IMPACT410
RICTOR,MSK-IMPACT410
MAP3K1,MSK-IMPACT410
PLK2,MSK-IMPACT410
PIK3R1,MSK-IMPACT410
RASA1,MSK-IMPACT410
PRDM1,MSK-IMPACT410
FYN,MSK-IMPACT410
ROS1,MSK-IMPACT410
IFNGR1,MSK-IMPACT410
TNFAIP3,MSK-IMPACT410
LATS1,MSK-IMPACT410
ESR1,MSK-IMPACT410
ARID1B,MSK-IMPACT410
PARK2,MSK-IMPACT410
E2F3,MSK-IMPACT410
HIST1H3A,MSK-IMPACT410
HIST1H3B,MSK-IMPACT410
HIST1H3C,MSK-IMPACT410
HIST1H1C,MSK-IMPACT410
HIST1H2BD,MSK-IMPACT410
HIST1H3D,MSK-IMPACT410
HIST1H3E,MSK-IMPACT410
HIST1H3F,MSK-IMPACT410
HIST1H3G,MSK-IMPACT410
HIST1H3H,MSK-IMPACT410
HIST1H3I,MSK-IMPACT410
HIST1H3J,MSK-IMPACT410
HLA-A,MSK-IMPACT410
MDC1,MSK-IMPACT410
NOTCH4,MSK-IMPACT410
DAXX,MSK-IMPACT410
CDKN1A,MSK-IMPACT410
PIM1,MSK-IMPACT410
IRF4,MSK-IMPACT410
CCND3,MSK-IMPACT410
VEGFA,MSK-IMPACT410
PNRC1,MSK-IMPACT410
EPHA7,MSK-IMPACT410
PIK3CG,MSK-IMPACT410
MET,MSK-IMPACT410
SMO,MSK-IMPACT410
ETV1,MSK-IMPACT410
BRAF,MSK-IMPACT410
EZH2,MSK-IMPACT410
RHEB,MSK-IMPACT410
KMT2C,MSK-IMPACT410
XRCC2,MSK-IMPACT410
CARD11,MSK-IMPACT410
INHBA,MSK-IMPACT410
IKZF1,MSK-IMPACT410
EGFR,MSK-IMPACT410
PMS2,MSK-IMPACT410
RAC1,MSK-IMPACT410
HGF,MSK-IMPACT410
CDK6,MSK-IMPACT410
RAD21,MSK-IMPACT410
MYC,MSK-IMPACT410
RECQL4,MSK-IMPACT410
NKX3-1,MSK-IMPACT410
FGFR1,MSK-IMPACT410
SOX17,MSK-IMPACT410
TCEB1,MSK-IMPACT410
NBN,MSK-IMPACT410
TGFBR1,MSK-IMPACT410
KLF4,MSK-IMPACT410
PPP6C,MSK-IMPACT410
ABL1,MSK-IMPACT410
TSC1,MSK-IMPACT410
NOTCH1,MSK-IMPACT410
EGFL7,MSK-IMPACT410
TRAF2,MSK-IMPACT410
CDKN2A,MSK-IMPACT410
CDKN2B,MSK-IMPACT410
PAX5,MSK-IMPACT410
JAK2,MSK-IMPACT410
CD274,MSK-IMPACT410
GNAQ,MSK-IMPACT410
PTPRD,MSK-IMPACT410
NTRK2,MSK-IMPACT410
SYK,MSK-IMPACT410
FANCC,MSK-IMPACT410
PTCH1,MSK-IMPACT410
BTK,MSK-IMPACT410
XIAP,MSK-IMPACT410
STAG2,MSK-IMPACT410
SH2D1A,MSK-IMPACT410
CRLF2,MSK-IMPACT410
ZRSR2,MSK-IMPACT410
EIF1AX,MSK-IMPACT410
BCOR,MSK-IMPACT410
KDM6A,MSK-IMPACT410
RBM10,MSK-IMPACT410
ARAF,MSK-IMPACT410
GATA1,MSK-IMPACT410
KDM5C,MSK-IMPACT410
AMER1,MSK-IMPACT410
AR,MSK-IMPACT410
MED12,MSK-IMPACT410
ATRX,MSK-IMPACT410
MTOR,MSK-IMPACT468
NRAS,MSK-IMPACT468
CSDE1,MSK-IMPACT468
VTCN1,MSK-IMPACT468
FAM46C,MSK-IMPACT468
NOTCH2,MSK-IMPACT468
HIST2H3D,MSK-IMPACT468
HIST2H3C,MSK-IMPACT468
MCL1,MSK-IMPACT468
RIT1,MSK-IMPACT468
NTRK1,MSK-IMPACT468
SDHC,MSK-IMPACT468
SPEN,MSK-IMPACT468
DDR2,MSK-IMPACT468
NUF2,MSK-IMPACT468
SDHB,MSK-IMPACT468
RFWD2,MSK-IMPACT468
CDC73,MSK-IMPACT468
ELF3,MSK-IMPACT468
MDM4,MSK-IMPACT468
IKBKE,MSK-IMPACT468
IL10,MSK-IMPACT468
CDC42,MSK-IMPACT468
H3F3A,MSK-IMPACT468
PARP1,MSK-IMPACT468
HIST3H3,MSK-IMPACT468
ID3,MSK-IMPACT468
FH,MSK-IMPACT468
AKT3,MSK-IMPACT468
SMYD3,MSK-IMPACT468
TNFRSF14,MSK-IMPACT468
ARID1A,MSK-IMPACT468
SESN2,MSK-IMPACT468
STK40,MSK-IMPACT468
CSF3R,MSK-IMPACT468
RRAGC,MSK-IMPACT468
MYCL,MSK-IMPACT468
MPL,MSK-IMPACT468
MUTYH,MSK-IMPACT468
PIK3R3,MSK-IMPACT468
RAD54L,MSK-IMPACT468
CDKN2C,MSK-IMPACT468
JUN,MSK-IMPACT468
JAK1,MSK-IMPACT468
NEGR1,MSK-IMPACT468
FUBP1,MSK-IMPACT468
ERRFI1,MSK-IMPACT468
BCL10,MSK-IMPACT468
PIK3CD,MSK-IMPACT468
SUFU,MSK-IMPACT468
SHOC2,MSK-IMPACT468
TCF7L2,MSK-IMPACT468
FGFR2,MSK-IMPACT468
RET,MSK-IMPACT468
ARID5B,MSK-IMPACT468
TET1,MSK-IMPACT468
GATA3,MSK-IMPACT468
BMPR1A,MSK-IMPACT468
PTEN,MSK-IMPACT468
PGR,MSK-IMPACT468
YAP1,MSK-IMPACT468
BIRC3,MSK-IMPACT468
ATM,MSK-IMPACT468
SDHD,MSK-IMPACT468
KMT2A,MSK-IMPACT468
CBL,MSK-IMPACT468
CHEK1,MSK-IMPACT468
RRAS2,MSK-IMPACT468
MYOD1,MSK-IMPACT468
IGF2,MSK-IMPACT468
WT1,MSK-IMPACT468
HRAS,MSK-IMPACT468
SDHAF2,MSK-IMPACT468
RPS6KA4,MSK-IMPACT468
MEN1,MSK-IMPACT468
RPS6KB2,MSK-IMPACT468
CCND1,MSK-IMPACT468
FGF19,MSK-IMPACT468
FGF4,MSK-IMPACT468
FGF3,MSK-IMPACT468
INPPL1,MSK-IMPACT468
PAK1,MSK-IMPACT468
LMO1,MSK-IMPACT468
EED,MSK-IMPACT468
MRE11A,MSK-IMPACT468
SESN3,MSK-IMPACT468
RAD52,MSK-IMPACT468
IGF1,MSK-IMPACT468
SH2B3,MSK-IMPACT468
PTPN11,MSK-IMPACT468
TBX3,MSK-IMPACT468
ETV6,MSK-IMPACT468
RAB35,MSK-IMPACT468
MSI1,MSK-IMPACT468
HNF1A,MSK-IMPACT468
SETD8,MSK-IMPACT468
CDKN1B,MSK-IMPACT468
POLE,MSK-IMPACT468
PIK3C2G,MSK-IMPACT468
RECQL,MSK-IMPACT468
KRAS,MSK-IMPACT468
H3F3C,MSK-IMPACT468
KDM5A,MSK-IMPACT468
CCND2,MSK-IMPACT468
ARID2,MSK-IMPACT468
KMT2D,MSK-IMPACT468
SMARCD1,MSK-IMPACT468
ERBB3,MSK-IMPACT468
GLI1,MSK-IMPACT468
CDK4,MSK-IMPACT468
MDM2,MSK-IMPACT468
ERCC5,MSK-IMPACT468
IRS2,MSK-IMPACT468
LATS2,MSK-IMPACT468
CDK8,MSK-IMPACT468
FLT3,MSK-IMPACT468
FLT1,MSK-IMPACT468
BRCA2,MSK-IMPACT468
FOXO1,MSK-IMPACT468
RB1,MSK-IMPACT468
CYSLTR2,MSK-IMPACT468
DIS3,MSK-IMPACT468
AKT1,MSK-IMPACT468
PRKD1,MSK-IMPACT468
NFKBIA,MSK-IMPACT468
NKX2-1,MSK-IMPACT468
FOXA1,MSK-IMPACT468
MAX,MSK-IMPACT468
RAD51B,MSK-IMPACT468
TSHR,MSK-IMPACT468
DICER1,MSK-IMPACT468
GREM1,MSK-IMPACT468
SPRED1,MSK-IMPACT468
KNSTRN,MSK-IMPACT468
RAD51,MSK-IMPACT468
MGA,MSK-IMPACT468
TP53BP1,MSK-IMPACT468
B2M,MSK-IMPACT468
MAP2K1,MSK-IMPACT468
SMAD3,MSK-IMPACT468
CD276,MSK-IMPACT468
NTRK3,MSK-IMPACT468
IDH2,MSK-IMPACT468
BLM,MSK-IMPACT468
IGF1R,MSK-IMPACT468
GRIN2A,MSK-IMPACT468
SOCS1,MSK-IMPACT468
ERCC4,MSK-IMPACT468
NTHL1,MSK-IMPACT468
TSC2,MSK-IMPACT468
TRAF7,MSK-IMPACT468
PALB2,MSK-IMPACT468
PDPK1,MSK-IMPACT468
MAPK3,MSK-IMPACT468
AXIN1,MSK-IMPACT468
SLX4,MSK-IMPACT468
CREBBP,MSK-IMPACT468
CYLD,MSK-IMPACT468
NUP93,MSK-IMPACT468
CBFB,MSK-IMPACT468
CTCF,MSK-IMPACT468
CDH1,MSK-IMPACT468
ZFHX3,MSK-IMPACT468
PLCG2,MSK-IMPACT468
ANKRD11,MSK-IMPACT468
FANCA,MSK-IMPACT468
MAP2K4,MSK-IMPACT468
NCOR1,MSK-IMPACT468
FLCN,MSK-IMPACT468
NF1,MSK-IMPACT468
SUZ12,MSK-IMPACT468
RAD51D,MSK-IMPACT468
CDK12,MSK-IMPACT468
ERBB2,MSK-IMPACT468
RARA,MSK-IMPACT468
STAT5B,MSK-IMPACT468
STAT5A,MSK-IMPACT468
STAT3,MSK-IMPACT468
EZH1,MSK-IMPACT468
BRCA1,MSK-IMPACT468
MAP3K14,MSK-IMPACT468
HOXB13,MSK-IMPACT468
SPOP,MSK-IMPACT468
MSI2,MSK-IMPACT468
RNF43,MSK-IMPACT468
RAD51C,MSK-IMPACT468
PPM1D,MSK-IMPACT468
BRIP1,MSK-IMPACT468
CD79B,MSK-IMPACT468
AXIN2,MSK-IMPACT468
PRKAR1A,MSK-IMPACT468
SOX9,MSK-IMPACT468
GPS2,MSK-IMPACT468
H3F3B,MSK-IMPACT468
SRSF2,MSK-IMPACT468
TP53,MSK-IMPACT468
RPTOR,MSK-IMPACT468
ALOX12B,MSK-IMPACT468
AURKB,MSK-IMPACT468
PIK3C3,MSK-IMPACT468
SMAD2,MSK-IMPACT468
SMAD4,MSK-IMPACT468
MALT1,MSK-IMPACT468
PMAIP1,MSK-IMPACT468
BCL2,MSK-IMPACT468
YES1,MSK-IMPACT468
DNMT1,MSK-IMPACT468
KEAP1,MSK-IMPACT468
CARM1,MSK-IMPACT468
SMARCA4,MSK-IMPACT468
STK11,MSK-IMPACT468
CALR,MSK-IMPACT468
DNAJB1,MSK-IMPACT468
NOTCH3,MSK-IMPACT468
BRD4,MSK-IMPACT468
TCF3,MSK-IMPACT468
BABAM1,MSK-IMPACT468
JAK3,MSK-IMPACT468
PIK3R2,MSK-IMPACT468
UPF1,MSK-IMPACT468
MEF2B,MSK-IMPACT468
DOT1L,MSK-IMPACT468
CCNE1,MSK-IMPACT468
GNA11,MSK-IMPACT468
CEBPA,MSK-IMPACT468
KMT2B,MSK-IMPACT468
AKT2,MSK-IMPACT468
MAP2K2,MSK-IMPACT468
AXL,MSK-IMPACT468
CD79A,MSK-IMPACT468
ERF,MSK-IMPACT468
CIC,MSK-IMPACT468
ERCC2,MSK-IMPACT468
BBC3,MSK-IMPACT468
RRAS,MSK-IMPACT468
POLD1,MSK-IMPACT468
PTPRS,MSK-IMPACT468
PPP2R1A,MSK-IMPACT468
INSR,MSK-IMPACT468
BCL2L11,MSK-IMPACT468
ERCC3,MSK-IMPACT468
CXCR4,MSK-IMPACT468
ACVR1,MSK-IMPACT468
MYCN,MSK-IMPACT468
NFE2L2,MSK-IMPACT468
PMS1,MSK-IMPACT468
SF3B1,MSK-IMPACT468
CASP8,MSK-IMPACT468
CTLA4,MSK-IMPACT468
IDH1,MSK-IMPACT468
ERBB4,MSK-IMPACT468
BARD1,MSK-IMPACT468
INHA,MSK-IMPACT468
CUL3,MSK-IMPACT468
IRS1,MSK-IMPACT468
PDCD1,MSK-IMPACT468
DNMT3A,MSK-IMPACT468
ASXL2,MSK-IMPACT468
CENPA,MSK-IMPACT468
ALK,MSK-IMPACT468
SOS1,MSK-IMPACT468
EPAS1,MSK-IMPACT468
EPCAM,MSK-IMPACT468
MSH2,MSK-IMPACT468
MSH6,MSK-IMPACT468
REL,MSK-IMPACT468
XPO1,MSK-IMPACT468
TMEM127,MSK-IMPACT468
INPP4A,MSK-IMPACT468
BCL2L1,MSK-IMPACT468
ASXL1,MSK-IMPACT468
DNMT3B,MSK-IMPACT468
SRC,MSK-IMPACT468
TOP1,MSK-IMPACT468
PTPRT,MSK-IMPACT468
NCOA3,MSK-IMPACT468
AURKA,MSK-IMPACT468
GNAS,MSK-IMPACT468
RTEL1,MSK-IMPACT468
PAK7,MSK-IMPACT468
RUNX1,MSK-IMPACT468
ERG,MSK-IMPACT468
TMPRSS2,MSK-IMPACT468
U2AF1,MSK-IMPACT468
ICOSLG,MSK-IMPACT468
CRKL,MSK-IMPACT468
MAPK1,MSK-IMPACT468
SMARCB1,MSK-IMPACT468
CHEK2,MSK-IMPACT468
NF2,MSK-IMPACT468
RAC2,MSK-IMPACT468
EP300,MSK-IMPACT468
VHL,MSK-IMPACT468
GSK3B,MSK-IMPACT468
PPARG,MSK-IMPACT468
RAF1,MSK-IMPACT468
GATA2,MSK-IMPACT468
EPHB1,MSK-IMPACT468
PIK3CB,MSK-IMPACT468
FOXL2,MSK-IMPACT468
ATR,MSK-IMPACT468
WWTR1,MSK-IMPACT468
PRKCI,MSK-IMPACT468
PIK3CA,MSK-IMPACT468
SOX2,MSK-IMPACT468
DCUN1D1,MSK-IMPACT468
MAP3K13,MSK-IMPACT468
EIF4A2,MSK-IMPACT468
BCL6,MSK-IMPACT468
TP63,MSK-IMPACT468
TGFBR2,MSK-IMPACT468
MLH1,MSK-IMPACT468
MYD88,MSK-IMPACT468
CTNNB1,MSK-IMPACT468
SETD2,MSK-IMPACT468
RHOA,MSK-IMPACT468
MST1,MSK-IMPACT468
MST1R,MSK-IMPACT468
BAP1,MSK-IMPACT468
PBRM1,MSK-IMPACT468
MITF,MSK-IMPACT468
FOXP1,MSK-IMPACT468
RYBP,MSK-IMPACT468
SHQ1,MSK-IMPACT468
PPP4R2,MSK-IMPACT468
EPHA3,MSK-IMPACT468
TET2,MSK-IMPACT468
INPP4B,MSK-IMPACT468
FBXW7,MSK-IMPACT468
FGFR3,MSK-IMPACT468
FAT1,MSK-IMPACT468
WHSC1,MSK-IMPACT468
PHOX2B,MSK-IMPACT468
PDGFRA,MSK-IMPACT468
KIT,MSK-IMPACT468
KDR,MSK-IMPACT468
EPHA5,MSK-IMPACT468
FAM175A,MSK-IMPACT468
EIF4E,MSK-IMPACT468
APC,MSK-IMPACT468
TERT,MSK-IMPACT468
RAD50,MSK-IMPACT468
CSF1R,MSK-IMPACT468
PDGFRB,MSK-IMPACT468
NPM1,MSK-IMPACT468
FGFR4,MSK-IMPACT468
NSD1,MSK-IMPACT468
FLT4,MSK-IMPACT468
SDHA,MSK-IMPACT468
DROSHA,MSK-IMPACT468
IL7R,MSK-IMPACT468
RICTOR,MSK-IMPACT468
MAP3K1,MSK-IMPACT468
PLK2,MSK-IMPACT468
PIK3R1,MSK-IMPACT468
MSH3,MSK-IMPACT468
RASA1,MSK-IMPACT468
PRDM1,MSK-IMPACT468
SESN1,MSK-IMPACT468
FYN,MSK-IMPACT468
ROS1,MSK-IMPACT468
IFNGR1,MSK-IMPACT468
TNFAIP3,MSK-IMPACT468
LATS1,MSK-IMPACT468
ESR1,MSK-IMPACT468
ARID1B,MSK-IMPACT468
PARK2,MSK-IMPACT468
E2F3,MSK-IMPACT468
HIST1H3A,MSK-IMPACT468
HIST1H3B,MSK-IMPACT468
HIST1H3C,MSK-IMPACT468
HIST1H1C,MSK-IMPACT468
HIST1H2BD,MSK-IMPACT468
HIST1H3D,MSK-IMPACT468
HIST1H3E,MSK-IMPACT468
HIST1H3F,MSK-IMPACT468
HIST1H3G,MSK-IMPACT468
HIST1H3H,MSK-IMPACT468
HIST1H3I,MSK-IMPACT468
HIST1H3J,MSK-IMPACT468
HLA-A,MSK-IMPACT468
MDC1,MSK-IMPACT468
HLA-B,MSK-IMPACT468
STK19,MSK-IMPACT468
NOTCH4,MSK-IMPACT468
TAP2,MSK-IMPACT468
TAP1,MSK-IMPACT468
DAXX,MSK-IMPACT468
CDKN1A,MSK-IMPACT468
PIM1,MSK-IMPACT468
IRF4,MSK-IMPACT468
CCND3,MSK-IMPACT468
VEGFA,MSK-IMPACT468
PTP4A1,MSK-IMPACT468
PNRC1,MSK-IMPACT468
EPHA7,MSK-IMPACT468
PIK3CG,MSK-IMPACT468
MET,MSK-IMPACT468
SMO,MSK-IMPACT468
ETV1,MSK-IMPACT468
BRAF,MSK-IMPACT468
EZH2,MSK-IMPACT468
RHEB,MSK-IMPACT468
KMT2C,MSK-IMPACT468
XRCC2,MSK-IMPACT468
CARD11,MSK-IMPACT468
INHBA,MSK-IMPACT468
IKZF1,MSK-IMPACT468
EGFR,MSK-IMPACT468
PMS2,MSK-IMPACT468
RAC1,MSK-IMPACT468
HGF,MSK-IMPACT468
CDK6,MSK-IMPACT468
RAD21,MSK-IMPACT468
MYC,MSK-IMPACT468
AGO2,MSK-IMPACT468
RECQL4,MSK-IMPACT468
NKX3-1,MSK-IMPACT468
DUSP4,MSK-IMPACT468
WHSC1L1,MSK-IMPACT468
FGFR1,MSK-IMPACT468
SOX17,MSK-IMPACT468
LYN,MSK-IMPACT468
PREX2,MSK-IMPACT468
PRDM14,MSK-IMPACT468
TCEB1,MSK-IMPACT468
NBN,MSK-IMPACT468
TGFBR1,MSK-IMPACT468
KLF4,MSK-IMPACT468
PPP6C,MSK-IMPACT468
MAPKAP1,MSK-IMPACT468
ABL1,MSK-IMPACT468
TSC1,MSK-IMPACT468
RXRA,MSK-IMPACT468
NOTCH1,MSK-IMPACT468
EGFL7,MSK-IMPACT468
TRAF2,MSK-IMPACT468
CDKN2A,MSK-IMPACT468
CDKN2B,MSK-IMPACT468
TEK,MSK-IMPACT468
PAX5,MSK-IMPACT468
JAK2,MSK-IMPACT468
CD274,MSK-IMPACT468
PDCD1LG2,MSK-IMPACT468
GNAQ,MSK-IMPACT468
PTPRD,MSK-IMPACT468
NTRK2,MSK-IMPACT468
SYK,MSK-IMPACT468
FANCC,MSK-IMPACT468
PTCH1,MSK-IMPACT468
BTK,MSK-IMPACT468
XIAP,MSK-IMPACT468
STAG2,MSK-IMPACT468
SH2D1A,MSK-IMPACT468
CRLF2,MSK-IMPACT468
FAM58A,MSK-IMPACT468
ZRSR2,MSK-IMPACT468
EIF1AX,MSK-IMPACT468
BCOR,MSK-IMPACT468
KDM6A,MSK-IMPACT468
RBM10,MSK-IMPACT468
ARAF,MSK-IMPACT468
GATA1,MSK-IMPACT468
KDM5C,MSK-IMPACT468
AMER1,MSK-IMPACT468
AR,MSK-IMPACT468
MED12,MSK-IMPACT468
ATRX,MSK-IMPACT468
MRE11A,PHS-TRISEQ-V2
UGT1A6,PHS-TRISEQ-V2
GNAS-AS1,PHS-TRISEQ-V2
MTOR,PHS-TST170-V1
NRAS,PHS-TST170-V1
NOTCH2,PHS-TST170-V1
MCL1,PHS-TST170-V1
LY9,PHS-TST170-V1
DDR2,PHS-TST170-V1
MDM4,PHS-TST170-V1
"",PHS-TST170-V1
AKT3,PHS-TST170-V1
ARID1A,PHS-TST170-V1
MYCL,PHS-TST170-V1
MPL,PHS-TST170-V1
MUTYH,PHS-TST170-V1
RAD54L,PHS-TST170-V1
PIK3CD,PHS-TST170-V1
FGF8,PHS-TST170-V1
FGFR2,PHS-TST170-V1
RET,PHS-TST170-V1
PTEN,PHS-TST170-V1
ATM,PHS-TST170-V1
KMT2A,PHS-TST170-V1
CHEK1,PHS-TST170-V1
HRAS,PHS-TST170-V1
CCND1,PHS-TST170-V1
FGF19,PHS-TST170-V1
FGF4,PHS-TST170-V1
FGF3,PHS-TST170-V1
MRE11A,PHS-TST170-V1
PTPN11,PHS-TST170-V1
HNF1A,PHS-TST170-V1
KRAS,PHS-TST170-V1
CCND2,PHS-TST170-V1
FGF23,PHS-TST170-V1
FGF6,PHS-TST170-V1
ERBB3,PHS-TST170-V1
CDK4,PHS-TST170-V1
MDM2,PHS-TST170-V1
PLXNC1,PHS-TST170-V1
UBAC2,PHS-TST170-V1
FGF14,PHS-TST170-V1
LAMP1,PHS-TST170-V1
FGF9,PHS-TST170-V1
FLT3,PHS-TST170-V1
FLT1,PHS-TST170-V1
BRCA2,PHS-TST170-V1
RB1,PHS-TST170-V1
AKT1,PHS-TST170-V1
RAD51B,PHS-TST170-V1
RAD51,PHS-TST170-V1
FGF7,PHS-TST170-V1
MAP2K1,PHS-TST170-V1
FANCI,PHS-TST170-V1
IDH2,PHS-TST170-V1
TSC2,PHS-TST170-V1
PALB2,PHS-TST170-V1
SLX4,PHS-TST170-V1
CREBBP,PHS-TST170-V1
CDH1,PHS-TST170-V1
NF1,PHS-TST170-V1
RAD51D,PHS-TST170-V1
CDK12,PHS-TST170-V1
ERBB2,PHS-TST170-V1
BRCA1,PHS-TST170-V1
RAD51C,PHS-TST170-V1
RPS6KB1,PHS-TST170-V1
BRIP1,PHS-TST170-V1
CD79B,PHS-TST170-V1
TP53,PHS-TST170-V1
SMAD4,PHS-TST170-V1
BCL2,PHS-TST170-V1
STK11,PHS-TST170-V1
NOTCH3,PHS-TST170-V1
JAK3,PHS-TST170-V1
CCNE1,PHS-TST170-V1
GNA11,PHS-TST170-V1
CEBPA,PHS-TST170-V1
AKT2,PHS-TST170-V1
MAP2K2,PHS-TST170-V1
CD79A,PHS-TST170-V1
ERCC2,PHS-TST170-V1
ERCC1,PHS-TST170-V1
MYCN,PHS-TST170-V1
GEN1,PHS-TST170-V1
CERKL,PHS-TST170-V1
IDH1,PHS-TST170-V1
ERBB4,PHS-TST170-V1
BARD1,PHS-TST170-V1
DNMT3A,PHS-TST170-V1
ALK,PHS-TST170-V1
MSH2,PHS-TST170-V1
MSH6,PHS-TST170-V1
FANCL,PHS-TST170-V1
SRC,PHS-TST170-V1
GNAS,PHS-TST170-V1
ERG,PHS-TST170-V1
SMARCB1,PHS-TST170-V1
CHEK2,PHS-TST170-V1
LARGE,PHS-TST170-V1
EP300,PHS-TST170-V1
VHL,PHS-TST170-V1
RAF1,PHS-TST170-V1
PIK3CB,PHS-TST170-V1
FOXL2,PHS-TST170-V1
ATR,PHS-TST170-V1
PIK3CA,PHS-TST170-V1
BCL6,PHS-TST170-V1
TFRC,PHS-TST170-V1
MLH1,PHS-TST170-V1
MYD88,PHS-TST170-V1
CTNNB1,PHS-TST170-V1
BAP1,PHS-TST170-V1
TET2,PHS-TST170-V1
FGF2,PHS-TST170-V1
INPP4B,PHS-TST170-V1
FBXW7,PHS-TST170-V1
FGFR3,PHS-TST170-V1
PDGFRA,PHS-TST170-V1
KIT,PHS-TST170-V1
KDR,PHS-TST170-V1
FGF5,PHS-TST170-V1
FAM175A,PHS-TST170-V1
APC,PHS-TST170-V1
TERT,PHS-TST170-V1
FGF1,PHS-TST170-V1
CSF1R,PHS-TST170-V1
PDGFRB,PHS-TST170-V1
NPM1,PHS-TST170-V1
FGFR4,PHS-TST170-V1
RICTOR,PHS-TST170-V1
FGF10,PHS-TST170-V1
PIK3R1,PHS-TST170-V1
MSH3,PHS-TST170-V1
ROS1,PHS-TST170-V1
ESR1,PHS-TST170-V1
SYNE1,PHS-TST170-V1
CCND3,PHS-TST170-V1
PIK3CG,PHS-TST170-V1
MET,PHS-TST170-V1
SMO,PHS-TST170-V1
BRAF,PHS-TST170-V1
EZH2,PHS-TST170-V1
XRCC2,PHS-TST170-V1
CARD11,PHS-TST170-V1
EGFR,PHS-TST170-V1
PMS2,PHS-TST170-V1
CDK6,PHS-TST170-V1
MYC,PHS-TST170-V1
PPP2R2A,PHS-TST170-V1
NRG1,PHS-TST170-V1
FGFR1,PHS-TST170-V1
NBN,PHS-TST170-V1
TSC1,PHS-TST170-V1
NOTCH1,PHS-TST170-V1
MLLT3,PHS-TST170-V1
CDKN2A,PHS-TST170-V1
JAK2,PHS-TST170-V1
GNAQ,PHS-TST170-V1
PTCH1,PHS-TST170-V1
BTK,PHS-TST170-V1
AR,PHS-TST170-V1
TXLNG2P,PHS-TST170-V1
C1orf110,PHS-TST170-V1
SSBP3,PHS-TST170-V1
TGFBR3,PHS-TST170-V1
TRDMT1,PHS-TST170-V1
CADM1,PHS-TST170-V1
ST3GAL4,PHS-TST170-V1
TRIM5,PHS-TST170-V1
MUC19,PHS-TST170-V1
LEPREL2,PHS-TST170-V1
WNK1,PHS-TST170-V1
ALOX5AP,PHS-TST170-V1
STYX,PHS-TST170-V1
SLC35F4,PHS-TST170-V1
POLG,PHS-TST170-V1
SLC6A2,PHS-TST170-V1
TLDC1,PHS-TST170-V1
NCOR1,PHS-TST170-V1
RAP1GAP2,PHS-TST170-V1
ZZEF1,PHS-TST170-V1
WSCD1,PHS-TST170-V1
RBFOX3,PHS-TST170-V1
FECH,PHS-TST170-V1
RAB31,PHS-TST170-V1
REV1,PHS-TST170-V1
GRHL1,PHS-TST170-V1
ABCB11,PHS-TST170-V1
MACROD2,PHS-TST170-V1
TM9SF4,PHS-TST170-V1
